Test ID,Category,Feature,Scenario,Priority,Expected Result
RB-NG-11,Negative,User Role Assignment,Submit an empty roleIds array against one's own user id,Critical,"Confirmed gap: succeeds and revokes all of the caller's own permissions — no self-protection exists here, unlike the self-disable block on account status"
RB-NG-12,Negative,Role Deletion,Attempt to force-delete a system role by manipulating the request to bypass the route-level is_system check,Medium,"Repository's own is_system=0 guard baked into the DELETE SQL makes it a silent no-op (0 rows affected) rather than an actual delete"
RB-BD-01,Boundary,Role Creation,Role name at exactly NVARCHAR(100) length vs one character over,Low,"At-limit accepted; over-limit rejected/truncated depending on DB behavior"
RB-BD-02,Boundary,Token Staleness,Access token used at exactly its ~15-minute TTL boundary after a permission change,High,"Token remains valid with the OLD permission snapshot right up to expiry; refresh (if called) picks up the new set immediately"
RB-BD-03,Boundary,Role Deletion Timing,Delete a role while a user holding it has an in-flight request using a still-valid JWT,Medium,"In-flight request unaffected (permissions come from the token, not a live DB check); only a subsequent login/refresh reflects the removal"
RB-BD-04,Boundary,Role Permissions,permissionCodes submitted as an empty array vs the full catalogue,Medium,"Empty array leaves the role with zero permissions; full catalogue grants everything matched — both succeed without error"
RB-BD-05,Boundary,Multi-Role Union,Two assigned roles both granting the identical permission code,Medium,Union query's DISTINCT correctly dedupes — no duplicate entries in req.auth.permissions
RB-VD-01,Validation,roleCreateSchema,Missing or empty-string name,High,400 required-field validation error
RB-VD-02,Validation,rolePermissionsSchema,permissionCodes submitted as a non-array value,Medium,400 validation error
RB-VD-03,Validation,userRolesAssignSchema,roleIds submitted as a non-array or containing non-numeric values,Medium,400 validation error
RB-VD-04,Validation,roleCreateSchema,cloneFromRoleId submitted as a non-numeric/invalid value,Low,400 validation error or safely ignored per schema's optional/nullable typing
RB-UI-01,UI,SettingsPage,Roles & Permissions tab visibility,Medium,Visible only to users holding roles.manage
RB-UI-02,UI,SettingsPage,Permission checkboxes grouped by module in accordions,Medium,"Each accordion section corresponds to one module column value, including the users.pii.manage checkbox appearing under a separate ""PEOPLE"" group rather than beside other users.* checkboxes"
RB-UI-03,UI,New Role dialog,Submit a name colliding with an existing role's normalized code,High,"No client-side duplicate check exists — submission proceeds and hits the server-side 500 gap (RB-NG-01)"
RB-UI-04,UI,Roles accordion,Delete Role button visibility,Medium,Hidden entirely for the system role (is_system=1), matching the server-side 400 guard
RB-UI-05,UI,Delete Role confirmation,Dialog content review,Low,"Static warning text only (""Users holding this role will lose the permissions it granted"") — no live preview of affected user count or names despite user_count being available on the row"
RB-UI-06,UI,Roles accordion,Toggle checkboxes without clicking Save Permissions,Medium,Draft state only — no change persisted until explicit Save Permissions click
RB-UI-07,UI,New Role dialog,"""Clone permissions from"" selector",Low,Populated from the current tenant's existing roles only
RB-UI-08,UI,Employees page,"""Manage Roles"" dialog copy",Low,"States permissions are the union of everything checked, matching actual backend semantics"
RB-UI-09,UI,Attendance Settings,"Login as a role lacking roles.view/roles.manage (e.g. Attendance Administrator), open the ""required for roles"" picker",Medium,Falls back to a hardcoded FALLBACK_ROLE_OPTIONS list instead of erroring when GET /roles is inaccessible
RB-AP-01,API,GET /permissions,Contract check,Medium,"Returns {id, code, module, description}[] ordered by module, code — not tenant-scoped (global catalogue)"
RB-AP-02,API,GET /roles,Contract check,High,"Returns {id, code, name, description, is_system, user_count, permissions}[] per role"
RB-AP-03,API,POST /roles,Contract check,High,Returns {id} of the newly created role
RB-AP-04,API,PUT /roles/:id/permissions,Contract check,High,"Returns {success:true} on full-replace"
RB-AP-05,API,DELETE /roles/:id,Contract check,Medium,"Returns {success:true} on successful deletion of a non-system role"
RB-AP-06,API,PUT /users/:id/roles,Contract check,High,Full-replace confirmed via a subsequent GET showing only the newly submitted roleIds
RB-AP-07,API,GET /roles,N+1 query pattern verification,Low,"Confirms per-role permission lookup is not batched — functional correctness holds regardless, but flag for performance follow-up"
RB-AP-08,API,Login/Refresh payload,Decode the issued JWT and compare its permissions claim against a fresh DB query,High,Claim matches getPermissionCodesForUser's live result at the moment of issuance
RB-DB-01,Database Validation,permissions.code,Insert a duplicate code directly,High,UQ_permissions_code UNIQUE constraint violation
RB-DB-02,Database Validation,roles,Insert duplicate (tenant_id, code),High,UQ_roles_tenant_code UNIQUE constraint violation
RB-DB-03,Database Validation,role_permissions,Delete a roles row with existing role_permissions entries,High,ON DELETE CASCADE removes the associated role_permissions rows
RB-DB-04,Database Validation,user_roles,Delete a roles row with existing user_roles entries,Critical,"ON DELETE CASCADE removes the associated user_roles rows — affected users immediately lose the role in the DB even though their live JWT is unaffected"
RB-DB-05,Database Validation,role_permissions / user_roles,Delete a users row,Medium,ON DELETE CASCADE removes that user's user_roles rows
RB-DB-06,Database Validation,cost-centers.manage regression,Confirm this permission code no longer exists in the permissions table post-migration 041,Medium,"No row present; GET /permissions never returns it; no role_permissions rows reference it"
RB-DB-07,Database Validation,roles.is_system,Verify default value and protected-role flag,Medium,"New roles default to is_system=0; only the Organization Administrator (super_admin) role has is_system=1"
RB-DB-08,Database Validation,Orphan check,"After various role/user deletions, scan for orphaned role_permissions/user_roles rows",Medium,None found — FK cascades keep referential integrity intact
RB-SC-01,Security,Permission trust model,Inspect whether requirePermission cross-checks req.auth.permissions codes against the live permissions table,Critical,"Confirmed: it is a pure array-membership check against the JWT payload — a hand-crafted token (if the signing secret ever leaked) with an arbitrary permission string would be honored with no DB-side validation"
RB-SC-02,Security,Stale token window,Revoke a critical permission from a user mid-session and use their still-valid access token,Critical,"Old permission set remains honored for up to ~15 minutes (the access-token TTL) — no server-side access-token revocation mechanism exists at all"
RB-SC-03,Security,Refresh-token revocation scope,Revoke all of a user's refresh tokens while their access token is still valid,High,"Confirmed: revoking refresh tokens only blocks minting a NEW access token — the current unexpired access token keeps working until it naturally expires"
RB-SC-04,Security,Menu/route independence,Hide the Roles & Permissions menu item via Menu Management (is_active=0), then call POST /api/roles directly as a roles.manage holder,Critical,"200 succeeds — confirms menu visibility and route-level permission enforcement are fully independent layers"
RB-SC-05,Security,Module gating gap,Disable the roles module's is_feature_enabled flag (if applicable) via subscription plan, then call any /roles endpoint,High,"Confirmed: requireFeatureEnabled is defined but never wired to roles.routes.js (or any router) — the call succeeds regardless of the flag"
RB-SC-06,Security,Settings exposure,Log in as a baseline employee role (no settings permissions at all) and call GET /api/settings,Critical,"Confirmed gap: 200 returned with the full merged settings object (payroll_settings, attendance_rules, general settings) — no permission guard exists on the read path at all, only on the per-key bulk-write path"
RB-SC-07,Security,Self-lockout exploit,"As a roles.manage holder, strip roles.manage from your own currently-held role via PUT /:id/permissions",Critical,"Succeeds with no protection — confirms the exploit path described in RB-NG-10 in a first-person scenario"
RB-SC-08,Security,Cross-tenant isolation,Attempt to view/modify another tenant's role by guessing/incrementing its numeric id,Critical,404 — all role lookups are scoped to the caller's tenant_id
RB-SC-09,Security,Injection,SQL injection payloads in role name/description fields,Critical,Parameterized queries prevent injection
RB-PF-01,Performance,GET /roles,Response time with a large number of tenant roles (N+1 per-role permission query),Medium,Verify response time scales acceptably despite the unbatched per-role lookup; flag if it degrades noticeably
RB-PF-02,Performance,getPermissionCodesForUser,Query performance for a user assigned many roles against a large permissions catalogue,Medium,Union query completes within SLA at login/refresh time
RB-PF-03,Performance,Login/Refresh,Latency impact of the permission-union query under concurrent login/refresh load,Medium,No significant latency regression under realistic concurrent load
RB-PM-01,Permission Testing,roles.view vs roles.manage,Verify read-only access (GET) works with either permission while write actions require roles.manage specifically,High,"GET /permissions and GET /roles succeed with either; POST/PUT/DELETE require roles.manage and reject roles.view alone with 403"
RB-PM-02,Permission Testing,Roles module completeness,Confirm every mutating roles endpoint (create/edit-permissions/delete role, assign user roles) requires roles.manage,Critical,All four blocked without roles.manage
RB-PM-03,Permission Testing,menu.manage vs roles.manage,Confirm these are fully independent permissions,Medium,A menu.manage holder without roles.manage cannot manage roles, and vice versa
RB-PM-04,Permission Testing,users.pii.manage module tag,Confirm holding users.pii.manage does not implicitly grant or require any users.* permission,Medium,"Fully independent permission despite Aadhaar/PAN conceptually being ""employee data"""
RB-PM-05,Permission Testing,payroll.view.* vs reports.payroll.view.*,Confirm these are two fully independent permission trees,High,"A Payroll Administrator (holds payroll.view.own/.all) without the granular reports.payroll.view.* codes cannot access the Reports Dashboard's payroll widgets, or accesses them inconsistently — verify actual behavior against this expectation"
RB-PM-06,Permission Testing,attendance.settings.manage scope,Confirm this permission gates ONLY org-wide attendance_rules (weekly offs/off-Saturdays),Medium,Holding it does NOT grant attendance.policy.manage/.device.manage/.face.enroll — those remain independently gated
RB-PM-07,Permission Testing,general.settings.manage scope,Confirm this permission gates ONLY leave_allocations and attendance_link settings keys,Medium,No broader settings access implied by the misleadingly generic module name
RB-PM-08,Permission Testing,cost-centers.manage removal,Confirm this permission cannot be assigned to any role via any UI/API path post-migration 041,Medium,Absent from GET /permissions and from every role's assignable checkbox list
RB-PM-09,Permission Testing,salary-grades.manage module grouping,Confirm it appears grouped under the payroll module in the Roles UI despite its own code prefix,Low,Functional correctness — grouped with other payroll checkboxes, not a separate salary-grades accordion
RB-PM-10,Permission Testing,Payroll/Attendance Administrator baseline scope,"Confirm the shared baseline (reports.view, company.view, locations.view, holidays.view, users.view.directory) does not grant access to unrelated modules",Medium,Neither seeded role can access modules outside its specific domain plus this narrow baseline
