Test ID,Category,Feature,Scenario,Priority,Expected Result
MM-UI-04,UI,SettingsPage,Attempt to edit permission/any_permission/icon/module/parent_id for a row,Low,"Confirmed gap: none of these fields are exposed for editing — round-tripped unchanged from the GET response"
MM-UI-05,UI,SettingsPage,Save the menu successfully,Medium,"Flash message tells the admin to manually reload — the admin's OWN navTree is not refreshed automatically, unlike the Company Profile save flow which does call refreshCompanyProfile()"
MM-UI-06,UI,SettingsPage,Compare is_active vs is_feature_enabled toggle behavior,Low,Both only affect GET /menu/tree filtering — neither has any server-side route-enforcement effect (ties into MM-NG-06)
MM-AP-01,API,GET /menu,Contract check + permission-guard verification,High,"Verify whether this route actually requires menu.view/menu.manage or has no permission check at all beyond authenticate — confirm against current code, as this has been reported inconsistently across analyses"
MM-AP-02,API,GET /menu/tree,Contract check,High,"Filtering by permission/any_permission (CSV, ""any of"" semantics) and is_active/is_feature_enabled confirmed correct"
MM-AP-03,API,PUT /menu,Full wipe-and-reinsert transaction contract,High,"Tenant isolation preserved (only the caller's tenant_id rows affected); atomic — either all changes apply or the transaction rolls back cleanly"
MM-DB-01,Database Validation,menu_items,"Insert duplicate (tenant_id, path)",High,UNIQUE constraint violation
MM-DB-02,Database Validation,menu_items.parent_id,Verify FK has no explicit ON DELETE action,Medium,Defaults to NO ACTION — confirmed not exercised by the route's own bulk-delete-then-insert pattern, but worth flagging for any future partial-delete code path
MM-DB-03,Database Validation,Transaction Integrity,Force a mid-insert failure during PUT /menu (e.g. duplicate path),High,"Transaction rolls back — the tenant's prior menu is fully restored, not left half-populated"
MM-SC-01,Security,Module Gating Enforcement Gap (CRITICAL),Confirm requireFeatureEnabled is never wired to menu.routes.js or any other router,Critical,"Confirmed — is_feature_enabled is purely a client-side nav-visibility flag; repo-wide gap already found in Payroll/RBAC/Company Documents now confirmed to include the Menu module's own routes too"
MM-SC-02,Security,Display-Layer Independence,"Hide a menu item via is_active=0, then call its underlying route directly as a permission-holder",Critical,"200 succeeds — menu visibility and route-level permission enforcement remain two fully independent layers, consistent with the identical finding in the RBAC module"
MM-SC-03,Security,Injection,SQL injection payloads in name/path fields,Critical,Parameterized queries prevent injection
MM-PF-01,Performance,PUT /menu,Full replace with a large/wide tree (many top-level items and children),Medium,Transaction completes within SLA
MM-PF-02,Performance,GET /menu/tree,Computation performance for tenants with many menu items and complex any_permission CSVs,Low,Response time within SLA
MM-PM-01,Permission Testing,menu.manage,Verify required for PUT /menu,Critical,Blocked without this permission
MM-PM-02,Permission Testing,menu.view,Confirm whether this permission is ever actually checked anywhere in the codebase,High,"Candidate dead/vestigial permission, matching the company-documents.view pattern found in an earlier module — verify against current code"
MM-PM-03,Permission Testing,Plan-gating display-only confirmation,Confirm is_feature_enabled changes (via plan reassignment or manual toggle) only ever affect nav visibility, never API access,Critical,Duplicate of MM-SC-01 from a permission-boundary lens
