Test ID,Category,Feature,Scenario,Priority,Expected Result
PR-BD-04,Boundary,Overtime,hours at exactly 24 vs 24.01, and at just above 0 vs exactly 0,Medium,"24 accepted, 24.01 rejected; any value >0 accepted, 0 rejected"
PR-BD-05,Boundary,LOP Calculation,presentDays+paidLeaveDays exactly equal to workingDays vs one day more,High,"lopDays clamps to 0 in both cases (never negative)"
PR-BD-06,Boundary,LOP Calculation,presentDays+paidLeaveDays = 0 (fully absent month),Medium,lopDays clamps at workingDays (never exceeds it)
PR-BD-07,Boundary,Salary Grades,min_amount exactly equal to max_amount,Medium,Accepted (CK allows max_amount >= min_amount)
PR-VD-01,Validation,payrollComponentSchema,Invalid component_type or calculation_type outside their enums,High,400 enum validation error
PR-VD-02,Validation,payrollStructureSchema,Missing name field,Medium,400 required-field error
PR-VD-03,Validation,structureComponentsReplaceSchema,Duplicate component_id within the same items array,Medium,"Not deduped at schema level — surfaces as a raw DB UNIQUE(tenant_id,structure_id,component_id) violation instead of a friendly validation error"
PR-VD-04,Validation,payrollAssignmentSchema,effective_from submitted as a non-date string (e.g. ""not-a-date""),Medium,"Passes Zod (min-length only) — fails only at the SQL DATE cast, a confirmed validation gap"
PR-VD-05,Validation,payrollRunCreateSchema,period_year/period_month submitted as non-numeric strings,Medium,Zod coercion behavior should be verified — confirm whether this is rejected or silently coerced
PR-VD-06,Validation,overtimeEntrySchema,hours submitted as a non-numeric string,Medium,Not mirrored by Zod range checks — DB CHECK is the real floor/ceiling
PR-VD-07,Validation,overtimeStatusSchema,status outside Approved/Rejected enum,Medium,400 enum validation error
PR-VD-08,Validation,salaryGradeSchema,No min<=max cross-field refinement exists,High,"Confirmed gap — see PR-NG-04, this is the schema-layer root cause"
PR-VD-09,Validation,settingsBulkSchema,payroll_settings submitted with wrong types (e.g. ot_rate_multiplier as a string, negative, or omitted),High,"Confirmed gap: z.record(z.string(), z.unknown()) performs zero shape/type/range validation — accepted verbatim"
PR-VD-10,Validation,Payroll Settings,rounding_rule submitted as an unrecognized string,Medium,"Silently falls through to the default rounding branch — no error, no warning"
PR-UI-01,UI,SalaryGradesPage,Submit-enable gate only checks code+name are non-empty,Medium,No client-side min<=max check exists — matches the server-side gap
PR-UI-02,UI,PayrollAssignmentsPage,Submit Add with missing structure_id/ctc_annual/effective_from,Medium,Inline required-field errors block submission (duplicate weaker client copy of server schema)
PR-UI-03,UI,PayrollAssignmentsPage,Dialog copy on submit,Low,"Explains that submitting closes the prior open assignment and starts a new one, full history kept"
PR-UI-04,UI,PayrollRunsPage,Create-run dialog month/year selects,Medium,"Client bounds selection to [now-1, now, now+1] years — note the server enforces no such bound"
PR-UI-05,UI,PayrollRunDetailPage,Process/Approve/Pay/Cancel/Export buttons visibility,High,Each gated client-side by the matching hasPermission check (payroll.process/payroll.approve)
PR-UI-06,UI,PayrollRunDetailPage,Approve confirmation dialog copy,Medium,"States that computed amounts are frozen once approved"
PR-UI-07,UI,PayrollOvertimePage,Approver's action list for their own submitted entries,High,Self-submitted entries excluded from the current user's own approve/reject action list
PR-UI-08,UI,PayslipView,Render a payslip detail,High,No banking fields (account number/IFSC/UPI) are rendered anywhere on this view
PR-UI-09,UI,PayrollSettingsPage,Fields when lacking payroll.settings.manage,Medium,Fields rendered but disabled — display-only client gate, real enforcement is server-side
PR-UI-10,UI,PayrollReportsPage / PayrollDashboardPage,Render summary/component-breakdown/trend widgets,Medium,Correct aggregate values rendered per selected period/filters
PR-AP-01,API,/payroll/components and /payroll/structures,Full CRUD contract check,High,Matches documented schemas and referenced-delete behavior
PR-AP-02,API,GET/PUT /payroll/structures/:id/components,Contract check,Medium,Full replace-all semantics confirmed
PR-AP-03,API,GET /payroll/assignments,With and without ?userId= query param,Medium,"With userId returns full history; without returns all currently-open assignments"
PR-AP-04,API,/payroll/runs full lifecycle,"Create -> process -> approve -> pay, and create -> process -> cancel",Critical,Each transition matches the documented status machine and permission split
PR-AP-05,API,GET /payroll/runs/:id/lines and /:id/lines/:lineId,Contract check,Medium,Correct line-level and component-snapshot data returned
PR-AP-06,API,/payroll/overtime CRUD + /:id/status,Contract check,High,Matches documented scope resolution (all/team/own) and self-approval block
PR-AP-07,API,/payroll/payslips GET/list/detail/publish/viewed,Contract check,High,Matches documented VIEW_PERMS scoping and unpublished-filtering behavior
PR-AP-08,API,/payroll/reports summary/component-breakdown/trend,Contract check,Medium,Requires payroll.view.all; distinct from the generic reports engine's payroll category
PR-AP-09,API,GET /settings vs POST /settings/bulk,Contract check for payroll_settings key,High,"GET has no permission gate at all (any authenticated user reads it); POST requires payroll.settings.manage"
PR-DB-01,Database Validation,salary_grades,Insert min_amount > max_amount directly,High,CK_salary_grades_range CHECK constraint violation
PR-DB-02,Database Validation,salary_grades,Insert duplicate (tenant_id, code),Medium,UQ_salary_grades_tenant_code violation
PR-DB-03,Database Validation,employee_salary_assignments,Insert ctc_annual < 0,Medium,CK constraint violation
PR-DB-04,Database Validation,employee_salary_assignments,Insert effective_to earlier than effective_from,High,CK_employee_salary_assignments_dates violation
PR-DB-05,Database Validation,employee_salary_assignments,Insert a second open (effective_to IS NULL) row for the same user,High,UX_employee_salary_assignments_user_open filtered unique index violation
PR-DB-06,Database Validation,payroll_runs,Insert status outside Draft/Processing/Approved/Paid/Cancelled,High,CHECK constraint violation
PR-DB-07,Database Validation,payroll_runs,Insert period_month outside 1-12,High,CHECK constraint violation (year remains unbounded — confirmed gap, see PR-BD-02)
PR-DB-08,Database Validation,payroll_runs,Insert duplicate (tenant_id, period_year, period_month),High,UNIQUE constraint violation
PR-DB-09,Database Validation,payroll_run_lines,Insert line_status outside Pending/Computed/Excluded,Medium,CHECK constraint violation
PR-DB-10,Database Validation,payroll_run_lines,Insert duplicate (tenant_id, run_id, user_id),High,UNIQUE constraint violation
PR-DB-11,Database Validation,payroll_run_line_components,Modify a component/structure after its run is Approved/Paid,Critical,"Finalized run's snapshot values remain unchanged — confirms the immutable-snapshot design"
PR-DB-12,Database Validation,overtime_entries,Insert hours outside (0,24],Medium,CHECK constraint violation
PR-DB-13,Database Validation,overtime_entries,Insert duplicate (tenant_id, user_id, work_date),Medium,UNIQUE constraint violation
PR-DB-14,Database Validation,salary_components,Insert percent_of_component type with no base_component_id, or slab type with no config,Medium,CK_salary_components_base_required / CK_salary_components_config_required violations
PR-DB-15,Database Validation,salary_structure_components,Insert duplicate (tenant_id, structure_id, component_id),Medium,UNIQUE constraint violation
PR-SC-01,Security,CSV Export,Inspect the exported columns for a payroll run,Critical,"Confirmed finding: bank_account_number, bank_ifsc_code, bank_upi_id exported in full plaintext with no masking anywhere server- or client-side"
PR-SC-02,Security,Reports engine bypass,"Grant a custom role only reports.payroll.view.all (no payroll.assign/approve/process), attempt the payroll-bank-transfer report",Critical,"Confirmed finding: this permission alone allows full plaintext bank-account export via a separate code path, bypassing the payroll module's own \""export requires payroll.approve\"" design intent"
PR-SC-03,Security,Module gating enforcement gap,"Direct API call to any /payroll/* endpoint on a tenant whose subscription plan does NOT include payroll",Critical,"Confirmed finding: requireFeatureEnabled('payroll') is defined but never wired to any payroll route — the call succeeds despite the plan disabling the module; only the nav item is hidden client-side"
PR-SC-04,Security,Overtime self-approval,Attempt to bypass the self-approval block via a different endpoint or bulk action,High,No alternate path allows a user to approve/reject their own overtime entry
PR-SC-05,Security,Injection,SQL injection payloads in payroll report filters (search/branchId/departmentId/date ranges),Critical,Parameterized queries prevent injection
PR-SC-06,Security,Component config injection,Submit a malicious/malformed JSON payload in a slab component's config field,High,Safely parsed/validated with no code execution or crash
PR-SC-07,Security,Concurrency exploitation,Attempt to race two approve/pay requests to double-transition a run,High,Optimistic concurrency check prevents a double state-transition
PR-SC-08,Security,Immutable snapshot integrity,Attempt to alter payroll_run_line_components data through any non-run-computation code path,Critical,No route or repository function permits post-finalization mutation of a run's line component snapshots
PR-PF-01,Performance,Payroll Run,Process a run for a large employee count,High,Computation completes within SLA; parallel holiday/attendance/leave/OT fetches scale acceptably
PR-PF-02,Performance,Payroll Reports,summary/component-breakdown/trend over a large date range,Medium,Query completes within SLA
PR-PF-03,Performance,CSV Export,Export a run with a large employee count,Medium,Export completes within SLA without blocking the request thread excessively
PR-PF-04,Performance,Payslips,List payslips for payroll.view.all at large tenant scale,Medium,Response time within SLA
PR-PF-05,Performance,Salary Assignment history,Query a user's full assignment history after many years of reassignments,Low,Response time within SLA regardless of history depth
PR-PM-01,Permission Testing,payroll.process vs payroll.approve,Verify create/process/cancel require .process while approve/pay/export/publish require .approve,Critical,Each action blocked without its specific permission — the two are never interchangeable
PR-PM-02,Permission Testing,payroll.view.own/team/all,Verify these gate payslip visibility only, never payroll-run access,High,"A payroll.view.all holder still cannot call GET /payroll/runs directly"
PR-PM-03,Permission Testing,payroll.assign,Verify required for both GET and POST on /payroll/assignments,High,Blocked without this permission on either direction
PR-PM-04,Permission Testing,salary-grades.manage,Verify this is a distinct permission code from the payroll.* namespace,Medium,Confirmed — grades use their own permission, not payroll.structures.manage or similar
PR-PM-05,Permission Testing,payroll.components.manage vs payroll.structures.manage,Verify separation and shared GET access,Medium,"GET /components accepts either permission; write operations require the specific one"
PR-PM-06,Permission Testing,payroll.overtime.apply vs payroll.overtime.approve,Verify separation and self-approval block,Critical,A holder of only .apply cannot approve entries; self-approval blocked even with .approve
PR-PM-07,Permission Testing,payroll.settings.view/manage vs actual GET /settings gate,Verify GET /settings has no permission check at all,High,"Confirmed inconsistency: any authenticated user can read payroll_settings verbatim regardless of holding payroll.settings.view"
PR-PM-08,Permission Testing,reports.payroll.view.own/team/all,Verify this is a fully separate permission namespace from payroll.*,Critical,"Confirmed — a role can hold this without any payroll.* permission and still access payroll-scoped reports including bank-transfer data (see PR-SC-02)"
PR-PM-09,Permission Testing,payroll.view.all insufficiency for run access,Confirm a role holding only payroll.view.all cannot list or view individual payroll runs,High,403 on GET /payroll/runs and GET /payroll/runs/:id
